index	sample-1	sample-2	sample-3	sample-4	sample-5	sample-6	sample-7	sample-8	sample-9	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18	sample-19	sample-20	sample-21	sample-22	sample-23	sample-24	sample-25	sample-26	sample-27	sample-28	sample-29	sample-30	sample-31	sample-32	sample-33	sample-34	sample-35	sample-36	sample-37	sample-38	sample-39	sample-40	sample-41	sample-42	sample-43	sample-44	sample-45	sample-46	sample-47	sample-48	sample-49	sample-50	sample-51	sample-52	sample-53	sample-54	sample-55	sample-56	sample-57	sample-58	sample-59	sample-60	sample-61	sample-62	sample-63	sample-64	sample-65	sample-66	sample-67	sample-68	sample-69	sample-70	sample-71	sample-72	sample-73	sample-74	sample-75	sample-76	sample-77	sample-78	sample-79	sample-80	sample-81	sample-82	sample-83	sample-84	sample-85	sample-86	sample-87	sample-88	sample-89	sample-90	sample-91	sample-92	sample-93	sample-94	sample-95	sample-96	sample-97	sample-98	sample-99	sample-100	sample-101	sample-102	sample-103	sample-104	sample-105	sample-106	sample-107	sample-108	sample-109	sample-110	sample-111	sample-112	sample-113	sample-114	sample-115	sample-116	sample-117	sample-118	sample-119	sample-120
g__Haemophilus	0	0	0	0	0	0	0	6	1	1	0	0	0	0	5	4	10	0	0	103	1	0	0	3	0	0	3	2	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	2	0	2	3	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pasteurella	193	183	73	458	183	42	96	161	133	31	10	1344	20	197	17	99	198	19	99	119	65	26	8	224	6	57	40	81	227	80	11	2	10	0	0	3	0	2	0	5	21	17	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	7	7	74	25	52	94	27	141	390	11	7	7	8	12	6	5	31	2	128	7	24	14	8	11	4	39	15	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Unclassified_40(f__Moraxellaceae)	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	8	9	3	5	12	11	142	387	100	65	51	460	31	101	21	28	116	22	64	2458	167	43	61	722	30	38	12	16	33
g__Moraxella	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	2
g__Pseudoalteromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_41(f__Xanthomonadaceae)	0	0	0	0	0	0	2	0	0	1	2	0	19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Luteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sphaerochaeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	36	11	7	12	2	6	11	6	0	9	7	34	20	11	15	31	3	12	17	69	0	7	1	0	50	0	0	17	0	0	8	26	0	6	5	3	0	0	0	0	0	0	0	10	40	6	0	13	0	6	14	644	5	16	16	5	7	104	5	0	2	6	3	48	20	0	4	13	0	0	2	0	2	9	14	13	0	6	0	11	5	0	6	4	11	17	9	10	25
g__Treponema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	116	234	483	117	62	79	538	144	214	17	88	143	219	193	136	919	53	38	497	165	310	85	360	230	25	422	7	0	266	4	16	15	159	18	13	19	397	15	79	6	39	41	195	15	34	117	14	37	144	26	40	78	254	34	68	52	7	54	327	121	40	112	225	73	156	362	70	154	80	23	142	93	66	170	97	1196	296	35	83	29	60	26	48	99	29	137	650	294	955	1232
Unclassified_42(o__CW040)	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_43(f__F16)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	2	4	4	0	5	6	7	0	23	2	0	5	7	2	0	3	7	2	7	0	4	2	7	0	0	0	4	0	0	0	0	0	5	2	3	0	47	0	45	0	0	4	12	7	4	2	6	7	4	5	12	2	16	2	0	24	6	15	0	6	0	2	4	12	15	11	10	0	6	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	2	5
g__Anaeroplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	52	2	3	0	0	6	2	0	0	0	15	17	4	13	0	2	0	0	2	0	0	0	2	0	7	0	0	0	0	0	9	0	0	0	0	0	2	2	0	0	0	3	0	0	2	0	0	3	0	0	0	3	2	0	0	0	0	2	4	5	30	0	0	11	0	2	5	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0
g__Mycoplasma	0	138	89	259	230	402	9	42	83	153	163	638	161	2532	1008	142	2952	459	19	141	859	758	45	168	367	125	76	78	107	59	0	0	15	0	0	0	0	2	0	0	5	0	0	2	3	2	3	2	0	0	2	0	0	0	0	0	0	0	2	0	111	49	68	24	5	7	10	7	28	35	60	67	36	12	2	0	4	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_44(o__RF39)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	411	202	109	149	210	258	273	275	157	259	141	144	309	406	146	107	188	445	160	233	97	33	27	196	108	311	0	93	0	14	32	17	34	15	159	138	119	173	59	132	29	18	60	108	764	53	146	303	323	112	484	323	72	282	71	88	167	207	374	576	421	307	232	292	1104	213	1129	381	243	122	386	272	493	570	268	323	578	89	193	29	161	23	227	47	187	109	47	140	250
Unclassified_45(o__ML615J-28)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	2	0	0	0	0	0	2	0	0	2	0	0	9	0	0	0	0	0	0	0	0
Unclassified_46(f__RFP12)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
